gene,num_isoforms,top_predicted_isoforms,avg_pred_total,avg_true_total
MATN4,3,"ENST00000353917, ENST00000372754, ENST00000537548",1.1055396795272827,13.613333702087402
CASP1P1,1,ENST00000526345,1.1041027307510376,5.46999979019165
RNU7-165P,1,ENST00000458864,1.103935718536377,6.769999980926514
LINC02000,1,ENST00000483245,1.1037098169326782,1.3866666555404663
CAPN10-DT,1,ENST00000567819,1.1033124923706055,4.21999979019165
RN7SKP66,1,ENST00000516681,1.103308081626892,2.4566667079925537
MIR4771-1,1,ENST00000582617,1.103058099746704,3.0399999618530273
RNA5SP376,1,ENST00000390949,1.1027024984359741,11.40999984741211
ENSG00000279375,1,ENST00000625144,1.1025803089141846,2.0166666507720947
ENSG00000286631,1,ENST00000654964,1.1020818948745728,2.069999933242798
ENSG00000287185,3,"ENST00000653519, ENST00000659475, ENST00000653303",1.1020607948303223,3.263333320617676
ENSG00000268957,1,ENST00000597690,1.1015628576278687,3.0966665744781494
HSPB11,2,"ENST00000371378, ENST00000371377",1.1015594005584717,4.983333587646484
MIR3690,1,ENST00000580266,1.1013857126235962,25.203336715698242
ENSG00000256136,1,ENST00000545435,1.1011123657226562,3.0
TRAV13-2,1,ENST00000390439,1.101040005683899,7.023333549499512
ENSG00000214999,1,ENST00000399413,1.1009910106658936,3.126666784286499
ENSG00000242364,1,ENST00000495472,1.100926399230957,1.9199999570846558
THUMPD1P1,1,ENST00000400014,1.1008979082107544,10.170001029968262
EPHB6,6,"ENST00000422643, ENST00000617632, ENST00000611578",1.1008660793304443,112.27666473388672
MIR6074,1,ENST00000612054,1.1008400917053223,1.7733333110809326
ENSG00000238185,1,ENST00000433788,1.10077965259552,5.070000171661377
ENSG00000287793,1,ENST00000654112,1.1003899574279785,2.6533334255218506
ENSG00000285883,1,ENST00000650140,1.1001185178756714,3.4733333587646484
ENSG00000272498,1,ENST00000607363,1.0997731685638428,3.136666774749756
ENSG00000287837,1,ENST00000660894,1.0996595621109009,4.116666793823242
ENSG00000250934,1,ENST00000654226,1.0993773937225342,3.183333396911621
HMGN2P2,1,ENST00000555320,1.0987329483032227,2.503333330154419
HSPD1P11,1,ENST00000508643,1.0983810424804688,5.300000190734863
ENSG00000277782,1,ENST00000620635,1.0983312129974365,3.0233333110809326
RBPJP7,1,ENST00000442803,1.098013997077942,2.7933332920074463
LINC02025,1,ENST00000488348,1.097848892211914,2.1566667556762695
PRELID3BP5,1,ENST00000508612,1.097601056098938,8.640000343322754
ENSG00000248229,1,ENST00000510050,1.0971741676330566,68.65330505371094
ENSG00000256399,1,ENST00000534985,1.0970226526260376,2.5766665935516357
MIR6869,1,ENST00000619434,1.0970125198364258,29.213336944580078
ENSG00000287612,1,ENST00000661152,1.0969574451446533,2.0333333015441895
CCN3,2,"ENST00000259526, ENST00000520082",1.096914291381836,3.4633333683013916
ENSG00000228543,1,ENST00000432442,1.0956422090530396,3.7133333683013916
PALLD-AS1,1,ENST00000507842,1.0955480337142944,7.773333549499512
ENSG00000229588,2,"ENST00000653824, ENST00000425271",1.0955156087875366,2.986666679382324
CEP126,4,"ENST00000670091, ENST00000263468, ENST00000532529",1.0952787399291992,9.34333324432373
PARVA,1,ENST00000533345,1.0951365232467651,2.559999942779541
RMRPP5,1,ENST00000411156,1.0950592756271362,2.6500000953674316
LINC02845,2,"ENST00000669605, ENST00000518612",1.0950169563293457,2.8933334350585938
ENSG00000222031,1,ENST00000409243,1.0949052572250366,1.6366666555404663
RNU6-662P,1,ENST00000384253,1.0948529243469238,5.703333377838135
RN7SKP42,1,ENST00000410913,1.094745397567749,2.3533332347869873
ENSG00000286118,1,ENST00000650740,1.0945448875427246,2.4600000381469727
ENSG00000248349,1,ENST00000502591,1.0944979190826416,13.743331909179688
IGSF9,4,"ENST00000493195, ENST00000476102, ENST00000368094",1.0943233966827393,2.693333387374878
THEM5,1,ENST00000368817,1.0935955047607422,3.200000047683716
TGFB3-AS1,1,ENST00000553732,1.0934370756149292,5.700000762939453
RPL5P17,1,ENST00000469685,1.0934340953826904,26.273330688476562
CCNB3P1,1,ENST00000504855,1.09333074092865,3.8366665840148926
ENSG00000229042,2,"ENST00000608258, ENST00000457704",1.093298316001892,30.149995803833008
ENSG00000288865,1,ENST00000685150,1.0930837392807007,4.820000171661377
FAM210CP,1,ENST00000445714,1.0918922424316406,16.31999969482422
TPT1P13,1,ENST00000449760,1.0917266607284546,2.2866666316986084
LINC01293,1,ENST00000453951,1.0916911363601685,8.896666526794434
RPL10P10,1,ENST00000403509,1.0916515588760376,41.810001373291016
CRISP1,4,"ENST00000335847, ENST00000329411, ENST00000505118",1.0915729999542236,41.59999465942383
RPL37P6,1,ENST00000460682,1.091437578201294,2.109999895095825
SHOX,1,ENST00000381578,1.091433048248291,1.6666666269302368
ENSG00000257434,3,"ENST00000549762, ENST00000547040, ENST00000550049",1.0913701057434082,3.3966667652130127
ENSG00000236326,1,ENST00000457319,1.0912787914276123,1.7133333683013916
ENSG00000269954,3,"ENST00000528629, ENST00000533322, ENST00000602626",1.0912227630615234,4.446666717529297
ENSG00000248954,1,ENST00000515692,1.0911614894866943,2.0833332538604736
EGFLAM-AS1,1,ENST00000508986,1.0911368131637573,9.623332977294922
ALKAL1,2,"ENST00000358543, ENST00000523939",1.0910968780517578,4.62999963760376
ENSG00000287577,1,ENST00000659516,1.0909662246704102,3.7066667079925537
LINC01067,1,ENST00000432575,1.090947151184082,2.2300000190734863
PAICSP7,1,ENST00000419829,1.0905239582061768,17.726667404174805
OR7E43P,1,ENST00000503910,1.0904680490493774,4.4633331298828125
LINC01894,3,"ENST00000670277, ENST00000582697, ENST00000665916",1.0904306173324585,2.62666654586792
ENSG00000254850,1,ENST00000529649,1.0899828672409058,3.7200000286102295
SPIN4,1,ENST00000374884,1.0896331071853638,5.916666507720947
ENSG00000248540,2,"ENST00000563727, ENST00000514871",1.0895724296569824,6.956666946411133
ENSG00000233242,1,ENST00000426946,1.0894091129302979,8.600000381469727
C5orf34-AS1,1,ENST00000512498,1.0886934995651245,2.806666612625122
ENSG00000257663,1,ENST00000550301,1.0878008604049683,10.220001220703125
LINC02019,1,ENST00000609204,1.0876283645629883,3.68666672706604
LINC00656,2,"ENST00000670261, ENST00000443744",1.0875294208526611,5.6566667556762695
ENSG00000233258,1,ENST00000432108,1.0875155925750732,4.650000095367432
ENSG00000267051,1,ENST00000592198,1.0873312950134277,2.2233333587646484
ATP5MC1P8,1,ENST00000416294,1.0872758626937866,4.236666679382324
ENSG00000258856,2,"ENST00000600311, ENST00000555494",1.0871590375900269,8.416666984558105
ENSG00000250602,2,"ENST00000512779, ENST00000648070",1.0870089530944824,7.87000036239624
ENSG00000267145,1,ENST00000592968,1.0868619680404663,3.443333387374878
GOLPH3,2,"ENST00000503610, ENST00000265070",1.0868396759033203,15.690001487731934
ENSG00000277738,1,ENST00000617041,1.086828351020813,9.943333625793457
ENSG00000225974,1,ENST00000438923,1.0867332220077515,4.380000114440918
ENSG00000180803,1,ENST00000447435,1.0866847038269043,3.9766666889190674
TUBAP14,1,ENST00000501221,1.0865172147750854,2.6466667652130127
MT2P1,1,ENST00000262499,1.0862807035446167,5.190000057220459
BUD13,1,ENST00000419189,1.085999608039856,2.006666660308838
RPL17P34,1,ENST00000394133,1.0857821702957153,32.88333511352539
CCDC22,1,ENST00000376227,1.0854403972625732,2.183333396911621
OR7E93P,1,ENST00000508347,1.0853573083877563,5.239999771118164
ENSG00000233103,1,ENST00000437466,1.084954023361206,1.850000023841858
LCE7A,1,ENST00000650277,1.0848314762115479,3.009999990463257
UBXN10,1,ENST00000375099,1.0844275951385498,45.16666030883789
LINC02282,2,"ENST00000656598, ENST00000535153",1.0842090845108032,5.670000076293945
ENSG00000223867,1,ENST00000419352,1.0839077234268188,3.559999942779541
RNU6-952P,1,ENST00000391164,1.0835236310958862,3.25
RFPL4AP5,1,ENST00000514977,1.0835117101669312,4.3433332443237305
HMGN2P15,1,ENST00000585707,1.0833277702331543,2.633333444595337
ENSG00000254575,1,ENST00000527110,1.0822386741638184,6.9633331298828125
CA9,3,"ENST00000493245, ENST00000378357, ENST00000485665",1.082131028175354,8.226667404174805
MIR4537,1,ENST00000581717,1.0818970203399658,37.7266731262207
ENSG00000282907,1,ENST00000409439,1.0816774368286133,5.579999923706055
ENSG00000228174,1,ENST00000609957,1.0815056562423706,3.053333282470703
CCNJP1,1,ENST00000450600,1.0809946060180664,15.279999732971191
ENSG00000286380,1,ENST00000660838,1.0809342861175537,3.7266666889190674
LINC01250,2,"ENST00000667683, ENST00000457478",1.0807017087936401,2.923333168029785
SFPQP1,1,ENST00000446621,1.0805732011795044,28.32667350769043
ENSG00000217120,1,ENST00000407015,1.0798588991165161,4.360000133514404
SV2C,3,"ENST00000502798, ENST00000506257, ENST00000322285",1.0797762870788574,3.6500000953674316
CASC11,1,ENST00000519071,1.0796812772750854,5.833333492279053
RTL9,2,"ENST00000465301, ENST00000540313",1.0796653032302856,3.7266664505004883
ENSG00000249023,1,ENST00000505572,1.0796514749526978,15.153334617614746
ACTG1P13,1,ENST00000486987,1.0794939994812012,2.5966665744781494
WASH3P,1,ENST00000558686,1.0794132947921753,1.993333339691162
ENSG00000286794,1,ENST00000660526,1.0793639421463013,2.319999933242798
ENSG00000284720,1,ENST00000642109,1.0791966915130615,2.946666717529297
RN7SL126P,1,ENST00000616400,1.0788886547088623,1.3300000429153442
PRSS58,2,"ENST00000552471, ENST00000547058",1.0786596536636353,3.743333578109741
RN7SL218P,1,ENST00000464637,1.0785858631134033,3622.0595703125
ACSS3,2,"ENST00000616449, ENST00000549175",1.0783932209014893,1.906666874885559
OR2C1,1,ENST00000304936,1.0783644914627075,2.4533333778381348
ENSG00000232172,1,ENST00000423330,1.0781899690628052,4.546666622161865
LILRB4,6,"ENST00000391733, ENST00000434286, ENST00000470943",1.0781772136688232,14.303333282470703
MYL6P5,1,ENST00000412707,1.0781010389328003,3.5766665935516357
BNIP3P35,1,ENST00000604530,1.0777320861816406,6.323332786560059
C2CD4D-AS1,1,ENST00000434182,1.0777236223220825,2.809999942779541
ENSG00000213238,1,ENST00000464337,1.0777086019515991,5.77666711807251
ENSG00000287557,1,ENST00000653528,1.0775760412216187,3.1466667652130127
ENSG00000223740,1,ENST00000426027,1.077304482460022,1.6733332872390747
ENSG00000223660,1,ENST00000426213,1.0772151947021484,6.7866668701171875
BTG1,3,"ENST00000673901, ENST00000552315, ENST00000256015",1.0771853923797607,9.763333320617676
XKRY,1,ENST00000510392,1.0771383047103882,8.226666450500488
ENSG00000226141,1,ENST00000442033,1.0767276287078857,32.40666580200195
ENSG00000231394,1,ENST00000449899,1.0765397548675537,22.100000381469727
ENSG00000241962,1,ENST00000424491,1.076377511024475,2.7266666889190674
ENSG00000249474,1,ENST00000490324,1.0760389566421509,2.886666774749756
TNKS2,1,ENST00000371627,1.0756124258041382,3.0966665744781494
RNU6-613P,1,ENST00000410412,1.0754982233047485,47.46000289916992
LINC02509,3,"ENST00000670563, ENST00000508790, ENST00000667277",1.075393557548523,3.369999885559082
CYP46A4P,1,ENST00000414953,1.0749762058258057,11.369998931884766
RN7SKP4,1,ENST00000606815,1.074617624282837,1.8633333444595337
ENSG00000258660,1,ENST00000557304,1.0744197368621826,1.8166667222976685
TMEM207,1,ENST00000354905,1.0744025707244873,1.779999852180481
HNRNPCP2,1,ENST00000399515,1.0742757320404053,3.933333396911621
ENSG00000227712,4,"ENST00000655614, ENST00000457719, ENST00000701423",1.0738705396652222,4.5366668701171875
CTSLP4,1,ENST00000454614,1.0738236904144287,3.453333854675293
ENSG00000231986,1,ENST00000441465,1.0732574462890625,1.7933332920074463
ENSG00000263916,1,ENST00000580150,1.0728992223739624,2.0199999809265137
LAPTM4A-DT,2,"ENST00000452342, ENST00000688203",1.072770595550537,5.069999694824219
ENSG00000259187,1,ENST00000558419,1.072670578956604,3.9100000858306885
PGM2,2,"ENST00000625312, ENST00000505986",1.0723645687103271,30.44999885559082
ENSG00000286332,1,ENST00000667357,1.0723620653152466,5.996667385101318
RN7SKP24,1,ENST00000515888,1.0718803405761719,2.443333387374878
MIR1271,1,ENST00000408537,1.0718663930892944,6.966665744781494
GATA6,2,"ENST00000581694, ENST00000269216",1.0718481540679932,9.90999984741211
PCDHA11,3,"ENST00000616325, ENST00000617408, ENST00000398640",1.0718128681182861,3.4466664791107178
ENSG00000234436,1,ENST00000426257,1.071781039237976,45.793338775634766
RNU6-181P,1,ENST00000363225,1.071689248085022,3.5366666316986084
ENSG00000228577,1,ENST00000415275,1.0716861486434937,3.0166666507720947
ENSG00000288960,1,ENST00000690386,1.0716798305511475,4.070000171661377
ENSG00000289338,1,ENST00000687818,1.0715084075927734,3.503333330154419
TRAV15,1,ENST00000556680,1.0714925527572632,2.986666679382324
RHCG,3,"ENST00000268122, ENST00000560081, ENST00000558184",1.0714694261550903,4.24666690826416
RN7SL751P,1,ENST00000473281,1.0713967084884644,1.943333387374878
LRRC34P1,1,ENST00000542742,1.0713927745819092,2.243333339691162
LINC02228,4,"ENST00000662466, ENST00000670589, ENST00000507600",1.0709364414215088,4.869999885559082
MIR4277,1,ENST00000578298,1.0708069801330566,1.7999999523162842
ENSG00000268685,1,ENST00000596454,1.0705902576446533,4.606666564941406
ENSG00000248223,1,ENST00000511821,1.0705478191375732,2.9633333683013916
SRSF6P1,1,ENST00000447169,1.0700743198394775,1.996666669845581
MIR6862-1,1,ENST00000613016,1.0699727535247803,3.509999990463257
TPGS1,1,ENST00000588278,1.0697896480560303,2.4533333778381348
RANP8,1,ENST00000444720,1.0695955753326416,1.5399999618530273
ENSG00000286506,2,"ENST00000666774, ENST00000656631",1.0692018270492554,2.9700000286102295
LYZL1,1,ENST00000494304,1.068292260169983,2.690000057220459
ENSG00000282943,2,"ENST00000635346, ENST00000635495",1.0680153369903564,8.34000015258789
HLA-DQB2,3,"ENST00000437316, ENST00000435145, ENST00000427449",1.0680147409439087,16.48666763305664
TRPC7-AS1,1,ENST00000514459,1.0679394006729126,126.27666473388672
RNU1-3,1,ENST00000384782,1.067781686782837,2.303333282470703
KRTAP23-1,1,ENST00000334160,1.0677472352981567,26.206668853759766
TVP23C-CDRT4,4,"ENST00000557349, ENST00000524205, ENST00000522212",1.0676528215408325,4.65333366394043
TAS2R40,1,ENST00000408947,1.0675586462020874,3.2133333683013916
GPR160P2,1,ENST00000584218,1.0675238370895386,2.996666669845581
PPIAP85,1,ENST00000520812,1.0670456886291504,2.253333330154419
RPS4XP11,1,ENST00000446897,1.0669076442718506,2.640000104904175
RPL23AP62,1,ENST00000463396,1.0668038129806519,2.696666717529297
ENSG00000284959,3,"ENST00000652775, ENST00000663571, ENST00000646928",1.0663504600524902,14.643331527709961
KRT17P7,4,"ENST00000451704, ENST00000583364, ENST00000582261",1.0661709308624268,4.779999732971191
MIR4640,1,ENST00000581824,1.0661437511444092,5.619999885559082
RNU6-953P,1,ENST00000459154,1.0646611452102661,1.7599999904632568
MIR1289-2,1,ENST00000408360,1.064536452293396,2.5899999141693115
LINC00276,1,ENST00000418420,1.0644384622573853,3.6466667652130127
EDEM2,2,"ENST00000374492, ENST00000374491",1.0639748573303223,3.9833335876464844
ANKHD1-DT,1,ENST00000507521,1.063937783241272,1.7200000286102295
TRIM31-AS1,1,ENST00000440874,1.0637508630752563,2.803333282470703
NPM1P34,1,ENST00000428821,1.0634952783584595,24.86333656311035
FDPSP5,1,ENST00000399474,1.0632253885269165,2.8266665935516357
DPY19L2P1,6,"ENST00000702022, ENST00000691326, ENST00000454445",1.0631918907165527,6.163333415985107
ENSG00000239532,1,ENST00000493466,1.063110113143921,13.156667709350586
RNA5SP423,1,ENST00000517127,1.0629013776779175,2.369999885559082
ELOCP26,1,ENST00000436067,1.0627187490463257,8.226666450500488
MTND6P25,1,ENST00000528711,1.0627026557922363,4.503333568572998
ZNF519P2,1,ENST00000557032,1.0623130798339844,7.289999961853027
TRAV12-1,1,ENST00000390433,1.0617413520812988,10.353333473205566
ENSG00000253836,1,ENST00000522123,1.0614118576049805,2.380000114440918
LINC01574,1,ENST00000512115,1.0613902807235718,2.2300000190734863
RN7SL393P,1,ENST00000463588,1.061326503753662,5.150000095367432
ENSG00000272892,1,ENST00000610279,1.061281681060791,7.480000019073486
ATL3,3,"ENST00000398868, ENST00000540699, ENST00000538786",1.061039686203003,2.4066667556762695
GPR135,1,ENST00000481661,1.0608981847763062,2.0433332920074463
TRAJ59,1,ENST00000390480,1.0608017444610596,5.013333320617676
ENSG00000271741,1,ENST00000487874,1.0607866048812866,6.083333969116211
LINC00938,1,ENST00000609803,1.0606715679168701,1.84333336353302
ENSG00000218757,1,ENST00000404382,1.060625433921814,3.2866666316986084
AKAP1-DT,1,ENST00000656535,1.060565710067749,7.989999771118164
ENSG00000241853,1,ENST00000471148,1.0603539943695068,14.74666690826416
ENSG00000228341,1,ENST00000447049,1.0599724054336548,6.579999923706055
MIR876,1,ENST00000401147,1.0598807334899902,3.7200000286102295
RNU6-220P,1,ENST00000390919,1.0592777729034424,2.25
NAP1L6P,2,"ENST00000641404, ENST00000373518",1.0588500499725342,8.766666412353516
ENSG00000241269,1,ENST00000342963,1.0576484203338623,2.549999952316284
ACTR2,3,"ENST00000377982, ENST00000260641, ENST00000471552",1.057426929473877,2.756666660308838
ENSG00000226592,1,ENST00000416316,1.0573588609695435,1.7899999618530273
ENSG00000286854,1,ENST00000653375,1.057279109954834,2.2933332920074463
GKN3P,1,ENST00000637675,1.0572431087493896,1.9800000190734863
ERVV-2,1,ENST00000601417,1.0570480823516846,2.5399999618530273
ENSG00000260694,1,ENST00000567386,1.056644320487976,4.400000095367432
ENSG00000271597,1,ENST00000604342,1.0566166639328003,2.9733333587646484
ENSG00000289236,1,ENST00000688494,1.0563850402832031,2.8399999141693115
SYT15-AS1,3,"ENST00000430188, ENST00000659936, ENST00000506914",1.0562939643859863,6.340000152587891
ENSG00000234089,1,ENST00000442649,1.0561926364898682,1.753333330154419
RFPL3,2,"ENST00000397468, ENST00000249007",1.0558878183364868,1.7400000095367432
ENSG00000198277,1,ENST00000511202,1.0554594993591309,3.486666679382324
COTL1P2,1,ENST00000455360,1.0554524660110474,2.4733333587646484
ENSG00000254192,1,ENST00000520041,1.0554320812225342,3.886666774749756
PTPRJ-AS1,1,ENST00000533964,1.055159330368042,11.133334159851074
MAGEC1,2,"ENST00000285879, ENST00000406005",1.0547211170196533,2.743333339691162
ENSG00000286449,1,ENST00000668926,1.0546081066131592,3.176666736602783
IFNA2,1,ENST00000380206,1.0544222593307495,2.256666660308838
ENSG00000274765,1,ENST00000616335,1.054152011871338,5.050000190734863
PAGE3,1,ENST00000519203,1.0540176630020142,119.80665588378906
RPL17P25,1,ENST00000404330,1.0537666082382202,1.9766666889190674
